Symbol,Security ID,Error
IOC,1624,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
IREDA,20261,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
IRFC,2029,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
ITC,1660,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
JINDALSTEL,6733,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
JIOFIN,18143,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
JSWENERGY,17869,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
JSWSTEEL,11723,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
JUBLFOOD,18096,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
KALYANKJIL,2955,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
KAYNES,12092,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
KEI,13310,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
KFINTECH,13359,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
KOTAKBANK,1922,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
KPITTECH,9683,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LAURUSLABS,19234,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LICHSGFIN,1997,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LICI,9480,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LODHA,3220,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LT,11483,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LTF,24948,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LTM,17818,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
LUPIN,10440,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
M&M,2031,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MANAPPURAM,19061,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MANKIND,15380,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MARICO,4067,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MARUTI,10999,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MAXHEALTH,22377,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MAZDOCK,509,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MCX,31181,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MFSL,2142,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MOTHERSON,4204,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MOTILALOFS,14947,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MPHASIS,4503,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
MUTHOOTFIN,23650,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NAM-INDIA,357,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NATIONALUM,6364,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NAUKRI,13751,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NBCC,31415,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NESTLEIND,17963,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NHPC,17400,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NMDC,15332,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NTPC,11630,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
NYKAA,6545,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
OBEROIRLTY,20242,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
OFSS,10738,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
OIL,17438,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
ONGC,2475,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PAGEIND,14413,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PATANJALI,17029,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PAYTM,6705,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PERSISTENT,18365,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PETRONET,11351,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PFC,14299,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PGEL,25358,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PHOENIXLTD,14552,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PIDILITIND,2664,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PIIND,24184,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PNB,10666,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PNBHOUSING,18908,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
POLICYBZR,6656,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
POLYCAB,9590,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
POWERGRID,14977,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
POWERINDIA,18457,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PREMIERENE,25049,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
PRESTIGE,20302,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
RADICO,10990,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
RBLBANK,18391,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
RECLTD,15355,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
RELIANCE,2885,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
RVNL,9552,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SAIL,2963,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SBICARD,17971,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SBILIFE,21808,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SBIN,3045,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SHREECEM,3103,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SHRIRAMFIN,4306,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SIEMENS,3150,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SOLARINDS,13332,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SONACOMS,4684,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SRF,3273,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SUNPHARMA,3351,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SUPREMEIND,3363,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SUZLON,12018,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
SWIGGY,27066,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TATACONSUM,3432,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TATAELXSI,3411,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TATAPOWER,3426,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TATASTEEL,3499,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TCS,11536,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TECHM,13538,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TIINDIA,312,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TITAN,3506,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TMPV,3456,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TORNTPHARM,3518,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TRENT,1964,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
TVSMOTOR,8479,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
ULTRACEMCO,11532,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
UNIONBANK,10753,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
UNITDSPR,10447,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
UNOMINDA,14154,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
UPL,11287,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
VBL,18921,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
VEDL,3063,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
VMM,27969,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
VOLTAS,3718,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
WAAREEENER,25907,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
WIPRO,3787,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
YESBANK,11915,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
ZYDUSLIFE,7929,"HTTP 401: {""errorType"":""Invalid_Access"",""errorCode"":""DH-902"",""errorMessage"":""HTTP Status 451. User has not subscribed to Data APIs or does not have access to Trading APIs. Kindly subscribe to Data APIs to be able to fetch Data.""}"
