Symbol,Security ID,Error
PGEL,25358,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PHOENIXLTD,14552,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PIDILITIND,2664,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PIIND,24184,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PNB,10666,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PNBHOUSING,18908,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
POLICYBZR,6656,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
POLYCAB,9590,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
POWERGRID,14977,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
POWERINDIA,18457,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PREMIERENE,25049,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PRESTIGE,20302,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
RADICO,10990,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
RBLBANK,18391,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
RECLTD,15355,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
RELIANCE,2885,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
RVNL,9552,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SAIL,2963,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SBICARD,17971,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SBILIFE,21808,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SBIN,3045,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SHREECEM,3103,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SHRIRAMFIN,4306,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SIEMENS,3150,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SOLARINDS,13332,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SONACOMS,4684,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SRF,3273,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SUNPHARMA,3351,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SUPREMEIND,3363,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SUZLON,12018,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
SWIGGY,27066,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TATACONSUM,3432,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TATAELXSI,3411,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TATAPOWER,3426,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TATASTEEL,3499,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TCS,11536,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TECHM,13538,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TIINDIA,312,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TITAN,3506,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TMPV,3456,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TORNTPHARM,3518,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TRENT,1964,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
TVSMOTOR,8479,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ULTRACEMCO,11532,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
UNIONBANK,10753,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
UNITDSPR,10447,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
UNOMINDA,14154,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
UPL,11287,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
VBL,18921,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
VEDL,3063,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
VMM,27969,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
VOLTAS,3718,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
WAAREEENER,25907,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
WIPRO,3787,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
YESBANK,11915,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ZYDUSLIFE,7929,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
